SPE00156153,20080101,TMAX,107,,,E
SPE00156153,20080102,TMAX,64,,,E
SPE00156153,20080103,TMAX,13,,,E
SPE00156153,20080104,TMAX,106,,,E
SPE00156153,20080105,TMAX,103,,,E
SPE00156153,20080106,TMAX,148,,,E
SPE00156153,20080107,TMAX,124,,,E
SPE00156153,20080108,TMAX,98,,,E
SPE00156153,20080109,TMAX,116,,,E
SPE00156153,20080110,TMAX,121,,,E
SPE00156153,20080111,TMAX,87,,,E
SPE00156153,20080112,TMAX,76,,,E
SPE00156153,20080113,TMAX,98,,,E
SPE00156153,20080114,TMAX,86,,,E
SPE00156153,20080115,TMAX,64,,,E
SPE00156153,20080116,TMAX,106,,,E
SPE00156153,20080117,TMAX,105,,,E
SPE00156153,20080118,TMAX,187,,,E
SPE00156153,20080119,TMAX,153,,,E
SPE00156153,20080120,TMAX,158,,,E
SPE00156153,20080121,TMAX,175,,,E
SPE00156153,20080122,TMAX,169,,,E
SPE00156153,20080123,TMAX,163,,,E
SPE00156153,20080124,TMAX,119,,,E
SPE00156153,20080125,TMAX,164,,,E
SPE00156153,20080126,TMAX,146,,,E
SPE00156153,20080127,TMAX,151,,,E
SPE00156153,20080128,TMAX,190,,,E
SPE00156153,20080129,TMAX,141,,,E
SPE00156153,20080130,TMAX,128,,,E
SPE00156153,20080131,TMAX,101,,,E
SPE00156153,20080101,TMIN,-108,,,E
SPE00156153,20080102,TMIN,-97,,,E
SPE00156153,20080103,TMIN,3,,,E
SPE00156153,20080104,TMIN,-23,,,E
SPE00156153,20080105,TMIN,-20,,,E
SPE00156153,20080106,TMIN,-18,,,E
SPE00156153,20080107,TMIN,-28,,,E
SPE00156153,20080108,TMIN,4,,,E
SPE00156153,20080109,TMIN,40,,,E
SPE00156153,20080110,TMIN,36,,,E
SPE00156153,20080111,TMIN,-3,,,E
SPE00156153,20080112,TMIN,-32,,,E
SPE00156153,20080113,TMIN,-50,,,E
SPE00156153,20080114,TMIN,-32,,,E
SPE00156153,20080115,TMIN,-57,,,E
SPE00156153,20080116,TMIN,-11,,,E
SPE00156153,20080117,TMIN,-36,,,E
SPE00156153,20080118,TMIN,-20,,,E
SPE00156153,20080119,TMIN,-23,,,E
SPE00156153,20080120,TMIN,-46,,,E
SPE00156153,20080121,TMIN,-48,,,E
SPE00156153,20080122,TMIN,-35,,,E
SPE00156153,20080123,TMIN,-20,,,E
SPE00156153,20080124,TMIN,-32,,,E
SPE00156153,20080125,TMIN,-40,,,E
SPE00156153,20080126,TMIN,-60,,,E
SPE00156153,20080127,TMIN,-61,,,E
SPE00156153,20080128,TMIN,-61,,,E
SPE00156153,20080129,TMIN,-48,,,E
SPE00156153,20080130,TMIN,-66,,,E
SPE00156153,20080131,TMIN,-58,,,E
SPE00156153,20080101,PRCP,0,,,E
SPE00156153,20080102,PRCP,14,,,E
SPE00156153,20080103,PRCP,84,,,E
SPE00156153,20080104,PRCP,2,,,E
SPE00156153,20080105,PRCP,0,,,E
SPE00156153,20080106,PRCP,0,,,E
SPE00156153,20080107,PRCP,0,,,E
SPE00156153,20080108,PRCP,0,,,E
SPE00156153,20080109,PRCP,0,,,E
SPE00156153,20080110,PRCP,4,,,E
SPE00156153,20080111,PRCP,34,,,E
SPE00156153,20080112,PRCP,2,,,E
SPE00156153,20080113,PRCP,0,,,E
SPE00156153,20080114,PRCP,6,,,E
SPE00156153,20080115,PRCP,2,,,E
SPE00156153,20080116,PRCP,54,,,E
